File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
f45ee5f1-9cde-43a1-ae99-c05eab457eb2	30b1f3cd-604d-4a13-a196-1216658c87fa.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1846	TCGA-24-1846-01A	Primary Tumor
b920a03b-c2b0-4f87-b185-5ac7fbfe2573	f8397fad-30b3-41a1-8d44-52d939e77a06.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0905	TCGA-13-0905-01B	Primary Tumor
4626e3f8-38b6-4db4-b119-71e34dc4af24	a6bbe2d8-2f21-4eaa-b2ed-4da1ff48054a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1665	TCGA-09-1665-01B	Primary Tumor
bca56c3c-ef3b-4a41-a7be-d52546875cfd	829fbe64-5c02-4a8f-96e6-9e251c776107.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0730	TCGA-13-0730-01A	Primary Tumor
842def11-251c-4dfa-a87c-d49869f4b99d	9facd5d5-33cc-485f-b80a-b613f936f2d5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1467	TCGA-24-1467-01A	Primary Tumor
870f8b40-9a34-4024-b40e-f76c27d42ee6	1475a657-0f90-4308-a59f-f6c51f60216c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2023	TCGA-24-2023-01A	Primary Tumor
af6d5688-bd48-452a-8be7-3b90b0d85c25	47ecef21-f50f-4da1-a267-4466eca80b28.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2098	TCGA-61-2098-01A	Primary Tumor
156e4517-be8d-460b-a937-100fd99329ca	69134f9d-2738-4fc7-820d-0fb80b699480.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2271	TCGA-24-2271-01A	Primary Tumor
0c0359af-6ebe-40a7-8a93-cc82482bf1f4	4b4d6cbb-92b0-4c40-8338-5acdf5f3f2a9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1784	TCGA-29-1784-01A	Primary Tumor
63381694-16d0-4c7a-b2d3-313480e112f8	88f9c446-a966-4131-b379-63e3cc1b7aa9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1567	TCGA-24-1567-01A	Primary Tumor
095a793d-715d-4c45-9f37-84f2b5439a96	d7be2882-fa19-4a0f-937e-286066dd0642.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1408	TCGA-13-1408-01A	Primary Tumor
4d46f725-38f6-4441-9dfe-f0cba9710c37	995b85f1-d46f-4989-a4a0-2a73b5df69bf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0906	TCGA-13-0906-01A	Primary Tumor
7fffc4bb-29eb-4ff8-a42d-a10178447b76	1be906cc-a22b-4c94-975b-d0d68257f4da.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1633	TCGA-25-1633-01A	Primary Tumor
98dfb455-bcb5-4010-8224-283618409927	e47d5da5-4752-46d0-846f-f626be1793ed.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1769	TCGA-29-1769-01A	Primary Tumor
f740aa33-8086-48ce-bb6f-5833ce6c8a13	bde7dae9-5985-4195-b22b-cc0babb99c75.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1666	TCGA-09-1666-01A	Primary Tumor
f0992996-dc78-4c39-8e20-f6809a7050e5	25577d95-744c-45a8-b84a-a9c1b51c2baf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1404	TCGA-13-1404-01A	Primary Tumor
0bb0cc26-916e-4b23-8aa1-1bf99ce815dd	f00793a7-8ba8-4486-95d1-3ea0beae2508.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-0366	TCGA-09-0366-01A	Primary Tumor
b02459dd-1f1d-4a66-a5d0-e8fd2d0dbc68	5327762f-5add-4008-ac5f-beca30ee5b4d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1923	TCGA-24-1923-01A	Primary Tumor
b18de6ad-4e03-4cdf-98c4-c469f1c646b2	f920e615-9b0a-4767-821b-201c407730c4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0726	TCGA-13-0726-01A	Primary Tumor
60853163-f939-4a8c-b300-e0d3c24b2eb7	40b41560-b08b-47a7-8149-b73c9d00d25c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1022	TCGA-23-1022-01A	Primary Tumor
b4533fab-5f7b-417a-8455-99fcb6f277b1	fed23e32-490a-4849-b335-d6cc8f0187fa.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-31-1956	TCGA-31-1956-01A	Primary Tumor
9f22e460-f8d9-449d-a43e-0a37ec1f4708	773a7fb2-61e4-4a6a-9eab-1cddcb8b83cd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2002	TCGA-61-2002-01A	Primary Tumor
81ea96cd-ee14-4fff-9766-1ed2347b81fe	f6a67523-d202-4ce7-af2e-b2cc4d8db20a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0933	TCGA-10-0933-01A	Primary Tumor
e00c485e-d2bf-4bcf-a96d-81b1de7fb121	7394d96b-2719-4eb4-b776-439171584f2a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-0966	TCGA-24-0966-01A	Primary Tumor
653107aa-5040-49ff-a352-9a09132ed8f0	8ed16638-71b1-47bf-9fbf-1e9efee46e07.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-31-1946	TCGA-31-1946-01A	Primary Tumor
ff1b9eb9-403a-470c-8e99-3c833dd1c88c	dabdc0ac-e436-4140-ba66-52a7d7c50ee0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0765	TCGA-13-0765-01A	Primary Tumor
4dc88d8f-5f79-473a-9543-6d524afb1fa5	2e01d725-ae04-49e8-9a45-52634cde5662.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-57-1583	TCGA-57-1583-01A	Primary Tumor
3e93dbea-a0f7-47d3-8105-a88aed85f6ff	7d5d98d6-91b7-470f-879c-8e83ab4d3fc6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1416	TCGA-24-1416-01A	Primary Tumor
674f762b-05d1-4541-bf0a-b295f04817a5	3344d45a-7ec5-4d77-8d77-b95aa55b7f4c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1738	TCGA-61-1738-01A	Primary Tumor
14b6a2fc-a341-4912-8d90-e7e6faa73782	d73c0f69-ab9b-4408-bf89-aa34bf829351.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0931	TCGA-10-0931-01A	Primary Tumor
869f80f4-0901-460c-a1a0-317ddb0219e3	44c2a2eb-6671-4951-9088-cdf4c23d60d8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1930	TCGA-24-1930-01A	Primary Tumor
94246a24-e657-4d42-a4dd-a297f97a784c	cebba8db-616b-49a5-ac4c-c3bee701e48a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-36-1577	TCGA-36-1577-01A	Primary Tumor
345020b3-ed5d-49c0-80ae-bbcf91b98b4c	5dbeb062-22ba-4057-afd6-8627f1ac9500.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1426	TCGA-24-1426-01A	Primary Tumor
aa0bedc4-7870-4501-9fea-072c8ec35501	24a828c5-596e-4a8a-ae44-9787841c6978.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2009	TCGA-61-2009-01A	Primary Tumor
b84b9118-3a5a-41c0-bc25-0d83c7a82655	94823ae2-8fb8-4be7-b2ca-88dff791b29b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0883	TCGA-13-0883-01A	Primary Tumor
86339006-8acf-4066-8c62-029267ee75ee	25d6dd26-51c7-40dd-962a-c00abb70c5cb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0884	TCGA-13-0884-01B	Primary Tumor
488aac08-b588-459d-94f0-778875a58a72	b269c35d-7f91-4c66-8bef-59906ec87745.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1697	TCGA-29-1697-01A	Primary Tumor
0f6a4813-5da3-483e-8237-db82b79b97d8	52a3d27b-f415-4e7c-8000-957574724cfd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1603	TCGA-24-1603-01A	Primary Tumor
4615368f-0f39-487e-9c82-845845a0ee3f	3146c2ae-ff5e-4097-8005-f4d261af032e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1110	TCGA-23-1110-01A	Primary Tumor
fd9a58f9-e57c-4bc5-8d58-3c21e3a04a2c	ac6e38b7-143c-491e-9892-4c28f51ddce5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1423	TCGA-24-1423-01A	Primary Tumor
da33a57d-2ade-476b-b72e-985a87833210	8166ba38-a099-4a07-8271-0587fe8d10d7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1430	TCGA-24-1430-01A	Primary Tumor
90c263fc-7eb3-40b3-a316-27fc93ebc437	29d09b58-3cc2-47c0-b78e-18743eed2c2f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1736	TCGA-61-1736-01B	Primary Tumor
e5b1b8b4-24fa-4e8d-b9c3-4d00406c2d79	85ca6ac2-6cec-4249-9166-54a2f0e10404.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0928	TCGA-10-0928-01A	Primary Tumor
19f1649b-5bb3-4dad-bf06-234f498a1ef4	2e01d725-ae04-49e8-9a45-52634cde5662.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-57-1583	TCGA-57-1583-01A	Primary Tumor
7508650c-8a1f-40e1-ae61-b669ccabc83e	24b7176d-483b-416e-8ecd-d3beae934fc3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1688	TCGA-29-1688-01A	Primary Tumor
e7a6c6fe-be01-4779-b066-b46c35f1d070	2f635d92-f453-41c4-b5e8-d7c3256877dd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2280	TCGA-24-2280-01A	Primary Tumor
fb796bbd-63d7-4148-a95c-7b5ec0f11a35	eeb18b62-a0f1-4af8-8115-cdaeaeef0f32.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-2401	TCGA-25-2401-01A	Primary Tumor
538f9b86-6dda-4e65-be30-53c2a078ba7f	7024891a-6a74-45d1-813d-7199707c45c5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1427	TCGA-24-1427-01A	Primary Tumor
dfcef2b7-93e6-4a52-8998-70a01051cb09	765c9c00-fbd8-4dac-89da-a4cee971e8bd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1026	TCGA-23-1026-01B	Primary Tumor
da6bbd3f-ec67-4e34-ba85-1c79944cccd7	b3b1dbca-bce2-40a3-92a4-848f616b98e3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-04-1514	TCGA-04-1514-01A	Primary Tumor
4542b972-743f-4303-8d8f-2ef2382d0ca8	c62a3590-7d1d-4a46-b021-279e7a36b77e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0720	TCGA-13-0720-01A	Primary Tumor
3a1270ad-038a-4a41-ab3a-a9fbe5599cfe	538a1fe4-8e69-4a29-a789-da52c075e75f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0924	TCGA-13-0924-01A	Primary Tumor
f9eed1b1-7f5c-4d9d-b586-b5b0777b772f	fa2df153-c852-4df1-8499-fe2517dee301.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0937	TCGA-10-0937-01A	Primary Tumor
20ff7a99-c486-455d-b3c0-f2ef2ac5ea15	b28d6dd2-923a-4160-8876-7b0fbb7a7a26.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0936	TCGA-10-0936-01A	Primary Tumor
a4545555-bb38-4346-8dd6-ce45dd0950bd	3a34e792-461f-45f5-9c4e-a29deeef9ce2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1703	TCGA-29-1703-01A	Primary Tumor
f16399c2-174e-482c-99b3-0874e8b923e9	72dad4d7-0138-4de3-924c-119658aa9084.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-59-A5PD	TCGA-59-A5PD-01A	Primary Tumor
c36ad778-b443-44fa-b98e-dd82a3054949	a090ec54-edf8-4188-9bfc-add752bdaefa.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1910	TCGA-61-1910-01A	Primary Tumor
6d936414-f24d-4cfb-874e-0c8c6dfc3a1d	1be906cc-a22b-4c94-975b-d0d68257f4da.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1633	TCGA-25-1633-01A	Primary Tumor
be659073-2a57-48ba-afd8-4ed6cc7699a3	0fc26774-1494-4578-97df-7b4fee07483b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1492	TCGA-13-1492-01A	Primary Tumor
a73781b3-31af-4d1b-8018-69faffe25842	d5159274-e487-430f-8204-02653f41690c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV029	d945689a-dcf3-44f4-a42f-1ded6d	Primary Tumor
61d3ddc3-e012-46d8-bec8-24d462d63e5a	75d8a8c7-bc64-48f4-8fe9-a0e7640e0b44.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	26OV009	35a345a4-e954-4c81-ae3f-7797cd	Primary Tumor
b3fa0ab4-cf91-4b93-ab0d-064070f8c435	7849325e-0e51-4696-bd8e-14e0b0cf40e8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV039	8e17b45e-6a06-4e4e-913d-7b1edb	Primary Tumor
eee4f8b4-919b-4183-93cc-32df9fa37592	1c314a2a-c268-4c89-a6ee-c679aff9052e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV001	1c9145ad-1981-4871-aa7e-8b11de	Primary Tumor
4f69c08a-117f-499d-9b35-6d643913404d	42785964-1d66-4763-9026-23706829218d.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV033	285fed94-1495-448e-879b-b55de9	Primary Tumor
e951626d-5df6-4d2f-aab8-9616957fb494	ae0eb407-7bf5-4023-a297-470c93e15d3d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	20OV005	3a380577-c134-47ba-a1ce-988d7c	Primary Tumor
cfccd1b4-f225-49f0-9047-9ea43a70543b	ea70df70-0135-4ac7-8f65-f2b7839ebc23.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	13OV003	407c600a-c0ac-41a6-8d87-fd8a3c	Primary Tumor
9218e5b4-25e9-4fd1-9fee-a0b46f278e65	904f8983-9011-4b3c-a5f6-94fca0a0573a.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV028	52c064a7-78d9-4a1a-85b4-27c6d1	Primary Tumor
9f9443c8-0201-46c1-9f9a-61a67ea85cd6	b2838a0f-fdea-4d0e-b908-d09e866035f1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV047	2a237fd4-f966-4563-bab1-61dbd7	Primary Tumor
f50aab65-1365-46bd-b05d-02d28b90de2d	904f8983-9011-4b3c-a5f6-94fca0a0573a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV028	52c064a7-78d9-4a1a-85b4-27c6d1	Primary Tumor
7834d0e4-a059-4fd2-8b65-3c0be80003bc	11f80ba0-162f-417b-96b8-4d21ddaef88d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV034	2563cb02-d58a-4286-8634-7502cd	Primary Tumor
8623f7c1-eb6e-4289-bd7a-94f8635bf86c	f89131d8-8ee1-4733-b97a-0447f7ce601b.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV037	e9d416e7-f661-400a-896e-388545	Primary Tumor
99c17bfd-915b-42f4-a833-ef1fe11a2435	d4653d1b-2cfd-4d30-938d-7b12b66b8aaf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV036	dd3a1c3b-6b49-4ec8-b6df-cdf22e	Primary Tumor
ddf05253-2f77-469f-b835-17c6e17094ca	60d09a9b-add7-498a-a4a3-3e926a23dc1d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV006	8120e7d6-bd09-4334-841c-70a214	Primary Tumor
21e4b5c6-3562-4d51-9d29-f5ae86cdd6ec	0495ff8c-8878-47b4-b10e-660d7252e5de.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	04OV057	7069e990-4a4e-4984-a66d-4d835a	Primary Tumor
8c170c5a-f4c4-440f-beb0-661b4b384237	ab69d190-9970-42a3-bcf5-7cc9e13b1902.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV034	2563cb02-d58a-4286-8634-7502cd	Primary Tumor
c77419e6-8f66-463b-9ace-7611d517d79b	a5929721-d8ba-4b73-aa2f-c4903fb380bb.htseq_counts.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV049	256ac9f5-1e19-44b4-92fb-fef3fc	Primary Tumor
c8c30bc0-9097-4a1b-a0f0-b024192bd466	0d0a5abe-a9bc-4866-b19b-a131be76a92f.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV006	8120e7d6-bd09-4334-841c-70a214	Primary Tumor
211c4969-953c-46cc-b644-e90fe6962e58	5756b17a-d15e-468d-94f7-14b8896c8480.rna_seq.star_gene_counts.tsv.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	02OV042	8d78194e-fbef-4819-a7b5-b73ae9	Primary Tumor
c139f023-0111-4747-a885-2247fcb86c24	d12e86a0-97a4-4260-9c8a-0122931addf3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	01OV002	467256db-a312-4346-9ac0-e49e44	Primary Tumor
e6105e92-dcc0-45f2-bc5a-d750fdbe9bbf	f72d0be0-de49-402e-8c92-4968ae079973.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	CPTAC-2	17OV013	05387aad-2a1f-42c2-8d6f-950598	Primary Tumor
7269ee11-c643-4b55-b1a4-e682037a0b54	a7ce619c-20e3-4a20-adee-1b1d0c367e76.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1317	TCGA-25-1317-01A	Primary Tumor
49ca991b-73f1-45da-bc19-c08f902282d5	24a15ca8-0811-4131-baa1-94f904973ecd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1635	TCGA-25-1635-01A	Primary Tumor
65905bbb-2ac5-431d-acdb-a48262fad62b	af11caa0-a20b-4c17-8207-0a1142edd9a9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1914	TCGA-61-1914-01A	Primary Tumor
f3750e3e-24c8-4bd4-97bf-a95cf0bacdf8	875c2a27-9732-4b8a-affc-8ea591595a43.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1659	TCGA-09-1659-01B	Primary Tumor
9d39fdc2-6e24-4181-9277-228f8a6264eb	517d7f3f-2ea0-4452-a743-8d0e3083a1bb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1616	TCGA-24-1616-01A	Primary Tumor
dfb41f4a-a3d0-4249-a2b7-6f2d8fdf7029	7093a0f5-822d-4f61-9adb-fe9adbbff769.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1318	TCGA-25-1318-01A	Primary Tumor
035349ef-55ec-4b88-8305-2847d6b6182a	a090ec54-edf8-4188-9bfc-add752bdaefa.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1910	TCGA-61-1910-01A	Primary Tumor
3c6c1f9d-a10d-45eb-9bba-3d2927f7a540	f9dc7237-e186-40e8-ab4c-d142dba7cf3d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1670	TCGA-09-1670-01A	Primary Tumor
57d791ef-c2cc-4963-a618-05f92d5a4436	6aa7225b-3d10-4b19-a472-0adeb21c26cf.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1770	TCGA-29-1770-01A	Primary Tumor
ac0f9a42-de6f-4afa-af27-8763348b1974	ac6dbd3b-d3fc-4126-b637-e6be2e7454db.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1900	TCGA-61-1900-01A	Primary Tumor
4b78291a-ebb9-45fd-8761-dc2758cc970c	d490312c-c941-4336-8b94-163881b72be6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1114	TCGA-23-1114-01B	Primary Tumor
0e2d7b8f-33aa-4cb0-adb6-3be3a895ba7c	a7ce619c-20e3-4a20-adee-1b1d0c367e76.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1317	TCGA-25-1317-01A	Primary Tumor
0d14d8dd-3579-41ba-bc48-a593c6b1c04e	5fa4dd02-be02-480e-a8ad-ae89bddc17b9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1809	TCGA-23-1809-01A	Primary Tumor
69764a31-7a9e-45fd-8866-8dd05a8ae061	273c58d9-1f2a-491c-8487-408f751a7a3b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2289	TCGA-24-2289-01A	Primary Tumor
ea0bc711-44e7-4ecc-acce-cd1a71b90294	a085cea5-b7ca-449c-b218-07c7715ca736.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1662	TCGA-09-1662-01A	Primary Tumor
20c6a63e-7a36-41e8-8e97-72ac7ad7de27	511ebfdb-5384-4dac-9ea3-8916b541a7e9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1768	TCGA-29-1768-01A	Primary Tumor
18957652-74c7-4077-9f74-836c569e22d8	d04892ff-0ddc-45d1-93a7-abe21c67eb94.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1733	TCGA-61-1733-01A	Primary Tumor
f06ab7ae-7352-44e0-a4f8-32a3ae2096ca	84e6af70-0c66-410c-9fad-6188151ef356.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-30-1718	TCGA-30-1718-01A	Primary Tumor
7fb590f3-2504-435f-b18b-c46c3de83181	20c77d79-6934-40ce-b490-54221196a090.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1707	TCGA-29-1707-02A	Recurrent Tumor
bcbaeca9-1f62-40d4-b7fb-04178a78029d	178c423a-3ae9-4343-aa81-02292024e421.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1911	TCGA-61-1911-01A	Primary Tumor
a4c784db-9c5a-4f9b-9ad1-5cabd4dd21a0	98e7898a-bd2e-4c49-9f76-aea65d7960a3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2092	TCGA-61-2092-01A	Primary Tumor
aae74737-8c72-4abb-aa1a-1b2d4fad53f3	2a4a2670-4ad4-49ac-8571-477c44201219.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1777	TCGA-29-1777-01A	Primary Tumor
bbb4e8fd-bc98-457f-b9d6-2ecaf870145b	bb94288a-d4c4-4811-bcd5-7306891779fd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1111	TCGA-23-1111-01A	Primary Tumor
e5019ce2-7381-41bd-8b92-5a0eef6e1b22	59633988-fe8b-4f38-a6ef-06910fef0846.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-30-1892	TCGA-30-1892-01A	Primary Tumor
75d213a9-62eb-49ca-8954-f4cda735a074	a085cea5-b7ca-449c-b218-07c7715ca736.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1662	TCGA-09-1662-01A	Primary Tumor
b24f3c34-beb3-47be-b52c-d8d4dc285999	4e63ba56-ce7b-4f2a-9b87-aee011ad13e8.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0916	TCGA-13-0916-01A	Primary Tumor
48ad5bc1-13ce-4a50-82fc-29e7ea9eecf8	47ecef21-f50f-4da1-a267-4466eca80b28.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2098	TCGA-61-2098-01A	Primary Tumor
67df8714-35de-490b-ae98-9d006c034e08	de855db4-12d8-47bc-855b-96f61d306541.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-30-1853	TCGA-30-1853-01A	Primary Tumor
